"","DMSO1","DMSO2","DMSO3","AMLE1","AMLE2","AMLE3"
"2610020H08Rik",317,217,284,176,281,210
"2610027K06Rik",2,0,1,1,4,3
"2610028E06Rik",2,1,0,0,1,0
"2610028H24Rik",1,1,0,0,0,0
"2610035D17Rik",58,114,101,64,198,130
"2610035F20Rik",0,0,0,0,0,0
"2610037D02Rik",11,9,11,2,5,9
"2610042L04Rik",0,0,0,0,0,0
"2610044O15Rik8",193,154,163,148,233,174
"2610100L16Rik",0,0,0,0,0,0
"2610203C22Rik",7,3,7,1,3,7
"2610206C17Rik",26,37,30,38,59,39
"2610301B20Rik",179,185,180,135,188,175
"2610305D13Rik",94,90,71,42,78,58
"2610306M01Rik",65,41,42,50,80,68
"2610307P16Rik",0,0,0,2,3,0
"2610316D01Rik",0,0,0,0,0,0
"2610318N02Rik",284,229,237,45,59,56
"2610507B11Rik",9278,8706,8925,7300,9720,7312
"2610507I01Rik",1503,1190,1157,841,1011,839
"2610524H06Rik",171,161,191,123,150,145
"2610528A11Rik",42,55,68,63,105,71
"2610528J11Rik",1,2,1,8,13,8
"2700029M09Rik",829,815,799,413,625,455
"2700038G22Rik",131,124,98,85,112,62
"2700046A07Rik",0,0,0,0,2,0
"2700046G09Rik",12,13,13,14,17,20
"2700049A03Rik",458,351,352,314,432,327
"2700054A10Rik",5,5,4,7,13,6
"2700060E02Rik",3107,2867,3046,2941,4041,2926
"2700062C07Rik",278,274,283,275,338,259
"2700069I18Rik",0,0,0,0,0,0
"2700070H01Rik",0,0,0,0,0,0
"2700081O15Rik",79,71,68,108,167,78
"2700089I24Rik",0,0,0,0,0,0
"2700094K13Rik",1143,998,1006,377,457,369
"2700097O09Rik",119,99,86,96,124,106
"2700099C18Rik",188,159,222,64,113,97
"2810001G20Rik",50,41,37,31,39,34
"2810002D19Rik",144,137,124,171,191,165
"2810004N23Rik",792,664,644,527,673,460
"2810006K23Rik",350,278,324,219,251,223
"2810013P06Rik",231,185,176,173,259,197
"2810021J22Rik",226,218,232,241,327,255
"2810025M15Rik",141,131,170,125,132,104
"2810029C07Rik",7,3,9,9,10,2
"2810032G03Rik",0,0,0,0,0,0
"2810047C21Rik1",6,5,6,7,8,5
"2810049E08Rik",0,0,0,0,0,0
"2810403A07Rik",2448,2222,2292,2150,2825,2028
"2810403D21Rik",35,15,32,27,46,36
"2810404M03Rik",0,0,0,0,0,0
"2810405F15Rik",0,0,0,0,0,0
"2810408A11Rik",36,24,35,28,35,25
"2810408I11Rik",49,43,72,18,16,17
"2810410L24Rik",14,9,10,2,8,11
"2810417H13Rik",2865,2317,2920,540,668,712
"2810428I15Rik",966,958,941,791,929,713
"2810429I04Rik",18,18,27,10,13,12
"2810433D01Rik",0,0,0,0,0,0
"2810442N19Rik",0,1,0,0,2,0
"2810454H06Rik",20,10,18,12,15,19
"2810459M11Rik",1,0,0,0,0,0
"2810468N07Rik",1,0,0,1,0,0
"2810471M01Rik",0,0,0,0,0,0
"2810474O19Rik",3162,2832,2751,3172,4701,3342
"2900005J15Rik",121,136,94,100,174,90
"2900008C10Rik",61,61,50,83,103,87
"2900009J06Rik",0,0,0,0,0,1
"2900011O08Rik",1,1,1,0,0,0
"2900026A02Rik",92,99,137,67,78,86
"2900041M22Rik",14,11,17,9,8,7
"2900052N01Rik",0,0,0,0,0,0
"2900055J20Rik",0,0,0,0,0,0
"2900057B20Rik",0,0,0,0,1,0
"2900060B14Rik",5,4,3,3,2,1
"2900076A07Rik",62,66,50,38,76,36
"2900079G21Rik",0,0,0,2,2,0
"2900092C05Rik",0,0,0,0,0,0
"2900092D14Rik",0,0,0,0,0,0
"2900097C17Rik",4130,3416,3631,2850,3759,2808
"3000002C10Rik",61,56,47,36,40,28
"3010001F23Rik",0,1,0,0,0,0
"3010026O09Rik",122,101,149,96,110,80
"3100003L05Rik",0,0,0,0,0,0
"3110001I22Rik",155,126,150,112,108,93
"3110002H16Rik",2175,1905,2008,1801,2376,1890
"3110009E18Rik",36,40,30,27,39,26
"3110009F21Rik",0,0,0,0,0,0
"3110015C05Rik",0,0,0,0,0,0
"3110021A11Rik",1,0,2,2,6,1
"3110021N24Rik",0,2,4,3,3,4
"3110035E14Rik",0,0,3,0,0,0
"3110039I08Rik",0,0,0,0,0,0
"3110039M20Rik",0,0,0,0,0,0
"3110040N11Rik",434,420,427,487,619,388
"3110043O21Rik",1012,961,989,1301,1877,1494
"3110045C21Rik",24,19,16,18,9,21
"3110052M02Rik",397,373,355,522,695,501
"3110056K07Rik",151,133,148,126,201,108
"3110057O12Rik",144,128,138,143,192,186
"3110062M04Rik",124,110,126,114,123,111
"3110070M22Rik",10,8,8,19,14,10
"3110079O15Rik",1,0,1,0,1,0
"3110082I17Rik",957,882,871,483,575,623
"3110082J24Rik",0,0,0,0,1,0
"3110099E03Rik",0,0,0,0,0,0
"3200001D21Rik",5,4,3,6,7,2
"3300002I08Rik",17,9,12,15,17,18
"3300002P13Rik",36,55,32,56,94,45
"3300005D01Rik",6,8,12,6,4,5
"3425401B19Rik",0,0,1,0,0,0
"3632451O06Rik",0,0,0,0,0,0
"3632454L22Rik",2,2,1,3,14,2
"3830403N18Rik",45,25,17,33,21,29
"3830406C13Rik",688,637,657,592,779,590
"3830408C21Rik",40,33,28,35,55,45
"3830417A13Rik",0,0,0,0,0,0
"3830432H09Rik",3,2,0,2,2,0
"3930402G23Rik",0,2,1,0,1,0
"4430402I18Rik",3,2,4,1,12,3
"4631405J19Rik",0,4,2,5,11,2
"4632404H12Rik",118,106,93,90,149,85
"4632415L05Rik",390,350,373,353,467,271
"4632427E13Rik",29,20,17,24,24,19
"4632428C04Rik",13,6,12,20,36,7
"4632428N05Rik",14732,12128,9966,10369,11650,9226
"4732416N19Rik",2,2,1,2,1,1
"4732456N10Rik",0,0,0,0,0,0
"4732471J01Rik",41,31,36,40,60,36
"4732490B19Rik",0,0,0,0,0,0
"4732491K20Rik",14,13,10,14,18,8
"4831407H17Rik",0,1,0,1,0,4
"4831440E17Rik",32,31,21,28,36,25
"4833411C07Rik",0,0,0,0,0,0
"4833412C05Rik",0,0,1,0,1,0
"4833415N18Rik",1,1,0,1,2,0
"4833417C18Rik",11,25,34,16,19,18
"4833418N02Rik",54,49,47,60,54,49
"4833419F23Rik",42,30,38,32,31,43
"4833420G17Rik",1463,1312,1400,1343,1900,1388
"4833422C13Rik",0,1,3,4,1,2
"4833422M21Rik",0,0,0,0,0,1
"4833423E24Rik",0,0,0,0,0,0
"4833427F10Rik",6,8,3,11,10,11
"4833427G06Rik",0,2,0,0,2,0
"4833428L15Rik",0,0,0,0,0,0
"4833439L19Rik",2215,1963,2228,1741,2355,1930
"4921501E09Rik",0,0,0,1,0,0
"4921504A21Rik",0,0,0,0,0,0
"4921504E06Rik",0,0,0,0,0,0
"4921506M07Rik",0,0,0,0,0,0
"4921507L20Rik",18,21,22,14,33,15
"4921507P07Rik",25,34,37,17,14,10
"4921508D12Rik",0,0,0,0,1,1
"4921509C19Rik",0,0,0,0,0,0
"4921509O07Rik",0,0,2,1,1,0
"4921511C10Rik",3,3,0,0,2,2
"4921511C20Rik",0,0,0,0,0,0
"4921511H03Rik",0,0,0,0,0,0
"4921511I17Rik",6,1,2,6,5,2
"4921511M17Rik",0,0,0,0,0,0
"4921513I03Rik",4,2,1,1,0,0
"4921515E04Rik",0,0,0,0,0,0
"4921517D22Rik",1,0,0,0,0,0
"4921518K17Rik",0,0,0,0,0,0
"4921524J17Rik",305,284,259,274,316,284
"4921524L21Rik",0,0,0,0,0,0
"4921525O09Rik",0,0,0,0,0,2
"4921529L05Rik",42,34,37,23,16,35
"4921530L21Rik",0,0,0,0,0,0
"4921531C22Rik",62,57,55,62,75,66
"4921531P14Rik",0,0,0,0,0,0
"4921533I20Rik",0,0,0,0,0,0
"4921534H16Rik",0,0,0,0,0,0
"4921536K21Rik",4,9,10,5,5,6
"4921539E11Rik",0,0,0,0,1,0
"4922502D21Rik",1,3,0,0,1,0
"4922502H24Rik",0,0,0,0,0,0
"4922502N22Rik",0,0,0,0,0,0
"4930401C15Rik",0,0,0,0,0,0
"4930401O10Rik",0,0,0,0,0,0
"4930401O12Rik",2,1,0,0,0,0
"4930402F06Rik",0,0,0,3,0,2
"4930402F11Rik",0,0,0,0,0,0
"4930402H24Rik",764,712,702,820,1173,896
"4930402K13Rik",0,0,0,0,0,0
"4930404A05Rik",0,0,0,0,0,0
"4930404H11Rik",0,0,0,2,2,0
"4930404I05Rik",38,30,42,34,38,27
"4930404N11Rik",1201,1162,1415,920,1083,1233
"4930405A10Rik",0,0,0,0,0,0
"4930405A21Rik",12,19,17,8,31,20
"4930405D11Rik",0,0,0,0,0,0
"4930405J17Rik",0,0,0,0,0,0
"4930405L22Rik",0,0,0,0,0,0
"4930405O22Rik",5,0,2,1,1,3
"4930406D18Rik",0,0,0,0,0,0
"4930407G08Rik",0,0,0,0,0,0
"4930407I10Rik",1,0,0,0,0,0
"4930407I19Rik",0,0,0,0,0,0
"4930412B13Rik",13,6,6,1,4,3
"4930412C18Rik",21,25,20,31,57,31
"4930412O13Rik",0,2,0,2,2,5
"4930413E15Rik",0,0,0,0,0,0
"4930413F20Rik",0,0,0,0,0,0
"4930413G21Rik",166,175,143,198,249,190
"4930413M19Rik",0,0,0,0,0,0
"4930414N06Rik",0,0,2,2,1,0
"4930415F15Rik",1,2,0,0,2,1
"4930415L06Rik",0,0,0,0,0,0
"4930415O20Rik",16,12,8,17,32,26
"4930417O13Rik",0,1,1,0,2,0
"4930417O22Rik",0,0,0,0,0,0
"4930419G24Rik",0,0,0,0,0,0
"4930423M02Rik",0,0,0,0,0,0
"4930425K10Rik",0,0,0,0,0,0
"4930425L21Rik",0,0,0,0,0,0
"4930425O10Rik",0,0,0,0,0,0
"4930426D05Rik",15,4,8,1,1,0
"4930426L09Rik",35,38,36,29,50,39
"4930427A07Rik",533,495,605,157,177,150
"4930428D20Rik",0,0,0,0,0,0
"4930428E07Rik",0,0,0,0,0,0
"4930428G15Rik",2,0,0,1,2,0
"4930428O21Rik",2,2,1,2,1,0
"4930429B21Rik",4,2,4,5,3,6
"4930429D17Rik",0,0,0,0,0,0
"4930429F11Rik",0,0,0,0,0,0
"4930429F24Rik",3,3,0,0,2,2
"4930430A15Rik",0,0,0,0,0,0
"4930430F08Rik",122,86,105,108,123,99
"4930430F21Rik",0,0,0,0,0,0
"4930430J02Rik",1,0,1,0,1,0
"4930431F12Rik",2,1,0,1,0,0
"4930431P03Rik",54,60,36,30,41,23
"4930432J09Rik",0,0,0,0,0,2
"4930432K21Rik",17,14,11,9,24,16
"4930432M17Rik",0,0,0,0,0,0
"4930433B08Rik",0,0,0,0,0,0
"4930433I11Rik",0,0,0,0,0,0
"4930433N12Rik",0,0,0,0,0,0
"4930434J06Rik",0,0,0,0,0,0
"4930435E12Rik",0,0,0,0,0,0
"4930438E09Rik",0,0,0,0,0,0
"4930440C22Rik",0,0,0,0,0,0
"4930440I19Rik",1,0,2,2,0,3
"4930441H08Rik",0,0,0,0,0,0
"4930441J16Rik",0,0,0,0,0,0
"4930442J19Rik",0,0,0,0,0,0
"4930442L01Rik",0,0,0,0,0,0
"4930443O20Rik",0,0,0,0,0,0
"4930444F02Rik",0,0,1,0,0,1
"4930444G20Rik",0,0,0,0,1,0
"4930444M15Rik",0,0,0,0,0,0
"4930444P10Rik",0,1,0,0,0,0
"4930445N18Rik",5,9,8,7,10,5
"4930447A16Rik",0,0,0,0,0,0
"4930447C04Rik",0,0,0,0,6,0
"4930447F24Rik",0,1,0,0,1,0
"4930447J18Rik",3,4,2,1,1,1
"4930447K03Rik",2,2,2,0,1,1
"4930447M23Rik",1,3,2,0,0,2
"4930447N08Rik",0,0,0,0,0,0
"4930448C13Rik",0,0,0,0,0,0
"4930448F12Rik",0,0,0,0,0,0
"4930448H16Rik",0,1,0,0,0,0
"4930448I06Rik",0,0,0,0,0,0
"4930448I18Rik",0,0,0,0,0,0
"4930448K20Rik",0,0,0,0,0,0
"4930449E01Rik",0,0,0,0,0,0
"4930449E18Rik",0,0,0,0,0,0
"4930449I24Rik",0,0,0,0,0,0
"4930451G09Rik",20,36,27,11,25,17
"4930451I11Rik",0,0,0,0,0,0
"4930452A19Rik",0,0,0,0,0,0
"4930452B06Rik",3,5,4,2,2,2
"4930452G13Rik",0,0,0,0,0,0
"4930452N14Rik",0,0,0,0,0,0
"4930453H23Rik",0,0,0,0,0,0
"4930453L07Rik",0,0,0,0,0,0
"4930453N24Rik",679,556,626,469,636,411
"4930455B14Rik",0,0,0,0,0,0
"4930455C13Rik",9,11,9,6,15,2
"4930455D15Rik",0,0,0,1,0,0
"4930455F16Rik",0,0,0,0,0,0
"4930455G09Rik",7,3,4,7,10,6
"4930455H04Rik",0,0,0,0,0,0
"4930455J16Rik",0,0,0,0,0,0
"4930456L15Rik",0,0,0,0,0,0
"4930459C07Rik",2,1,1,2,2,3
"4930459L07Rik",0,0,0,0,0,0
"4930461G14Rik",0,0,0,0,0,0
"4930463O16Rik",26,16,14,11,9,5
"4930465K10Rik",0,0,1,2,1,0
"4930465M20Rik",0,0,0,0,0,0
"4930467D21Rik",0,0,0,0,0,0
"4930467E23Rik",0,0,0,0,0,0
"4930467K11Rik",0,0,0,0,1,0
"4930469G21Rik",0,0,0,0,0,0
"4930470H14Rik",0,0,0,0,0,0
"4930470O06Rik",0,0,0,0,0,0
"4930470P17Rik",0,0,0,0,0,0
"4930471C04Rik",0,0,1,0,0,0
"4930471G03Rik",0,0,0,1,0,0
"4930471M09Rik",0,0,0,0,1,1
"4930473A02Rik",10,16,11,19,17,20
"4930473O22Rik",0,0,0,0,0,0
"4930474G06Rik",0,0,0,0,0,0
"4930474H20Rik",0,0,0,0,0,0
"4930474M22Rik",0,0,0,0,0,0
"4930474N05Rik",0,0,0,0,0,0
"4930474N09Rik",2,0,1,0,0,1
"4930477N07Rik",0,0,0,0,0,0
"4930478L05Rik",3,1,2,1,0,1
"4930478P22Rik",0,1,0,0,0,0
"4930479D17Rik",0,2,1,3,3,2
"4930480E11Rik",0,0,0,0,0,0
"4930480G23Rik",0,0,0,0,0,1
"4930480K15Rik",0,1,0,0,0,0
"4930480K23Rik",16,16,22,21,43,25
"4930480M12Rik",0,0,0,0,0,0
"4930481A15Rik",121,89,58,118,125,100
"4930482G09Rik",0,0,0,0,0,0
"4930483J18Rik",0,1,0,1,1,0
"4930483K19Rik",15,8,8,13,18,13
"4930483O08Rik",0,0,0,0,0,0
"4930484H19Rik",0,0,0,0,0,0
"4930486F22Rik",1,0,0,1,0,2
"4930486I03Rik",0,0,0,0,0,0
"4930486L24Rik",10,5,4,10,8,2
"4930487D11Rik",0,0,0,0,1,0
"4930487H11Rik",27,42,37,60,131,49
"4930488B22Rik",0,0,0,0,0,0
"4930488L21Rik",0,0,0,0,0,0
"4930500F04Rik",0,0,0,0,0,0
"4930500L23Rik",0,0,0,2,0,0
"4930502A04Rik",0,0,0,1,0,0
"4930502E09Rik",1,4,2,1,5,5
"4930502E18Rik",0,0,1,0,0,0
"4930503B20Rik",1,0,0,1,0,2
"4930503E14Rik",0,0,0,0,0,0
"4930503E24Rik",0,1,0,0,0,0
"4930503F20Rik",0,0,0,0,0,0
"4930503H13Rik",0,0,0,0,0,0
"4930503L19Rik",594,593,620,515,721,598
"4930503O07Rik",0,0,0,0,0,0
"4930504C09Rik",0,0,0,0,0,0
"4930504O13Rik",0,0,0,0,0,0
"4930505A04Rik",0,0,0,0,0,0
"4930505G20Rik",0,0,0,0,0,0
"4930505K13Rik",0,0,0,0,0,0
"4930505K14Rik",0,0,0,0,0,0
"4930506A18Rik",0,0,1,0,2,1
"4930506C21Rik",61,41,46,34,56,33
"4930507D05Rik",3,1,4,1,4,4
"4930507D10Rik",0,0,0,0,0,0
"4930509E16Rik",12,9,9,8,9,6
"4930509J09Rik",0,0,0,0,0,0
"4930509K18Rik",1,0,0,0,0,0
"4930511A02Rik",0,0,0,0,0,0
"4930511A08Rik",0,0,0,0,0,0
"4930511E03Rik",0,0,0,0,0,0
"4930511M06Rik",0,0,0,0,0,0
"4930512B01Rik",4,2,1,5,8,3
"4930512J16Rik",867,852,1078,343,426,512
"4930512M02Rik",0,1,0,1,0,0
"4930513D17Rik",0,0,0,0,0,0
"4930513N10Rik",27,34,36,18,38,20
"4930513O06Rik",0,0,0,0,0,0
"4930515B02Rik",0,0,0,0,0,0
"4930515G01Rik",33,43,36,45,53,29
"4930515G16Rik",1,0,0,1,0,0
"4930515L03Rik",0,0,0,0,0,0
"4930515L19Rik",8,3,5,9,7,7
"4930517E11Rik",0,0,0,0,0,0
"4930517M08Rik",0,0,0,0,0,0
"4930518J21Rik",0,0,0,0,0,0
"4930518P08Rik",0,0,0,0,0,0
"4930519D14Rik",1,0,1,0,0,0
"4930519F09Rik",0,0,0,0,0,0
"4930519F16Rik",0,0,0,0,0,0
"4930519F24Rik",0,0,0,0,0,0
"4930519G04Rik",4,1,0,1,4,2
"4930519H02Rik",0,0,0,0,0,0
"4930519K11Rik",0,0,0,0,0,0
"4930520O04Rik",331,358,320,835,1221,493
"4930520P13Rik",0,0,0,0,0,0
"4930521E06Rik",0,0,0,0,0,0
"4930522H14Rik",0,0,0,0,0,1
"4930522O17Rik",0,0,0,0,0,0
"4930523C07Rik",812,796,850,828,1205,969
"4930523O13Rik",0,0,0,0,0,0
"4930524B15Rik",0,0,0,0,0,0
"4930524B17Rik",0,0,0,0,0,0
"4930524C18Rik",0,0,0,0,0,0
"4930524N10Rik",0,0,0,0,0,0
"4930524O05Rik",0,0,0,0,0,0
"4930524O08Rik",0,0,0,0,0,0
"4930525C09Rik",0,0,0,0,0,0
"4930525D18Rik",81,96,53,96,164,51
"4930525G20Rik",7,6,5,9,11,7
"4930526H09Rik",0,0,0,0,0,0
"4930526I15Rik",206,164,162,193,227,193
"4930526L06Rik",0,0,0,0,0,0
"4930527F14Rik",0,0,0,0,0,0
"4930527G23Rik",0,0,0,0,0,0
"4930528A17Rik",2,2,1,1,3,1
"4930528D03Rik",0,0,1,0,0,1
"4930528G23Rik",0,0,0,0,0,0
"4930528H21Rik",0,0,0,0,0,0
"4930528P14Rik",0,0,0,0,0,0
"4930529C04Rik",1,0,0,2,2,1
"4930529K09Rik",0,0,0,0,0,0
"4930529L06Rik",0,0,0,0,1,0
"4930532I03Rik",0,0,0,0,0,0
"4930532M18Rik",0,0,0,0,0,0
"4930533B01Rik",2,1,1,5,1,0
"4930533N22Rik",0,0,0,0,0,0
"4930533P14Rik",0,0,0,0,0,0
"4930538K18Rik",3,0,2,4,5,3
"4930539C22Rik",0,0,0,0,0,0
"4930539E08Rik",11,11,12,13,28,10
"4930539J05Rik",85,80,80,70,87,84
"4930539M17Rik",0,0,0,0,0,0
"4930539N22Rik",0,0,0,0,0,0
"4930540M03Rik",0,0,0,0,0,0
"4930542C21Rik",0,0,0,0,0,0
"4930542D17Rik",0,0,0,1,1,0
"4930543E12Rik",0,0,0,0,0,0
"4930543N07Rik",0,0,0,0,0,0
"4930544D05Rik",0,0,1,3,3,2
"4930544G11Rik",0,0,0,0,0,0
"4930544M13Rik",0,0,0,0,0,0
"4930545E07Rik",0,0,0,0,0,0
"4930545H06Rik",0,0,0,0,0,0
"4930545L23Rik",0,0,0,0,1,0
"4930546C10Rik",0,0,0,0,0,0
"4930546K05Rik",0,0,0,0,0,0
"4930547E08Rik",0,1,1,1,0,0
"4930547E14Rik",0,0,0,0,0,0
"4930548G14Rik",0,0,0,0,0,0
"4930548H24Rik",1,4,5,3,4,4
"4930548J01Rik",0,0,0,0,0,0
"4930548K13Rik",0,0,0,0,0,0
"4930549C01Rik",0,0,0,0,0,0
"4930549C15Rik",1,1,1,0,0,0
"4930549G23Rik",21,15,22,19,28,21
"4930550C14Rik",2,3,2,2,2,0
"4930550C17Rik",0,0,1,0,0,0
"4930550L24Rik",0,0,0,3,1,2
"4930552N02Rik",0,0,0,0,0,0
"4930552P12Rik",6,4,0,3,6,3
"4930553C11Rik",0,0,0,0,0,0
"4930553E22Rik",0,0,0,0,0,0
"4930554C24Rik",0,0,0,0,0,0
"4930554G24Rik",0,0,0,0,0,0
"4930554H23Rik",0,0,0,0,0,0
"4930554I06Rik",0,0,1,0,0,0
"4930555B11Rik",0,0,0,0,1,0
"4930555B12Rik",0,0,0,0,0,0
"4930555G01Rik",0,0,0,0,0,0
"4930555G21Rik",0,0,0,0,0,0
"4930555K05Rik",0,0,0,0,0,0
"4930556C24Rik",0,0,0,0,0,0
"4930556G01Rik",0,0,0,0,0,0
"4930556J02Rik",0,0,0,0,0,0
"4930556M19Rik",4,6,5,28,28,8
"4930556N09Rik",0,0,0,0,0,0
"4930556N13Rik",0,0,1,0,2,0
"4930557A04Rik",0,0,0,0,0,0
"4930557F10Rik",0,0,0,0,0,0
"4930557J02Rik",0,0,0,0,0,0
"4930557K07Rik",35,34,33,35,52,27
"4930558C23Rik",0,0,0,0,0,0
"4930558F17Rik",0,0,0,0,0,0
"4930558G05Rik",0,0,0,0,0,0
"4930558J18Rik",20,12,16,6,2,2
"4930558K02Rik",0,0,1,0,1,0
"4930559C10Rik",0,0,0,0,0,0
"4930562C15Rik",8,10,5,7,9,1
"4930562F07Rik",10,12,9,7,17,14
"4930563D23Rik",0,0,0,0,0,0
"4930563E18Rik",1,0,1,1,1,1
"4930563E22Rik",2,4,6,4,14,4
"4930563F08Rik",0,0,0,0,0,0
"4930563H07Rik",0,0,0,1,0,0
"4930563M20Rik",0,0,0,0,0,0
"4930563M21Rik",1,0,0,0,2,0
"4930564B18Rik",0,0,0,0,1,0
"4930564C03Rik",0,0,0,0,0,0
"4930564D02Rik",0,0,0,0,0,0
"4930565D16Rik",0,0,0,0,0,0
"4930565N06Rik",105,88,78,122,167,133
"4930567H12Rik",0,0,0,0,0,0
"4930567H17Rik",0,0,0,0,0,0
"4930567J20Rik",0,0,0,0,0,0
"4930567K12Rik",0,0,0,0,0,0
"4930567K20Rik",0,0,0,0,0,0
"4930568D16Rik",0,0,0,0,0,0
"4930568E12Rik",0,0,0,0,0,0
"4930568G15Rik",0,0,0,0,0,0
"4930570G19Rik",0,1,0,0,0,0
"4930571K23Rik",0,0,0,0,0,0
"4930571O06Rik",0,0,0,0,0,0
"4930572K03Rik",0,0,0,0,0,0
"4930572O03Rik",0,0,0,0,0,0
"4930572O13Rik",0,0,0,0,1,0
"4930573O16Rik",0,0,0,0,0,0
"4930577N17Rik",28,43,29,21,17,31
"4930578C19Rik",0,1,0,1,3,1
"4930578E11Rik",0,0,0,0,0,0
"4930578I06Rik",0,0,0,0,0,0
"4930578M01Rik",3,1,2,0,1,3
"4930578N18Rik",0,0,0,0,0,0
"4930579F01Rik",0,0,0,0,0,0
"4930579G18Rik",371,309,297,317,437,299
"4930579G24Rik",268,267,349,128,175,151
"4930579H20Rik",0,0,0,0,0,1
"4930579J19Rik",0,0,0,0,0,0
"4930579K19Rik",7,4,6,8,6,3
"4930579P08Rik",0,0,0,0,0,0
"4930581F22Rik",494,404,297,432,630,348
"4930583K01Rik",1,0,0,0,3,1
"4930583P06Rik",0,0,0,0,0,0
"4930584F24Rik",0,0,0,0,0,0
"4930586N03Rik",0,0,0,0,0,0
"4930587E11Rik",0,0,0,0,0,0
"4930590J08Rik",5,5,6,5,12,7
"4930590L20Rik",0,0,0,0,0,0
"4930591A17Rik",0,0,0,0,0,0
"4930591E09Rik",0,0,0,0,0,0
"4930592A05Rik",0,0,3,0,0,0
"4930592I03Rik",7,4,4,7,5,2
"4930593A02Rik",6,6,4,7,6,3
"4930593C16Rik",0,0,0,0,0,0
"4930594C11Rik",15,25,17,24,14,21
"4930594O21Rik",0,0,0,0,0,0
"4930595D18Rik",10,11,10,8,17,3
"4930595M18Rik",0,0,0,0,0,0
"4930596D02Rik",0,0,0,0,0,0
"4930596I21Rik",1,1,0,1,1,4
"4930597A21Rik",0,0,0,0,0,0
"4930597G03Rik",0,0,0,0,0,0
"4930598F16Rik",1,0,0,0,0,0
"4930599N23Rik",12,17,18,15,27,14
"4931402G19Rik",8,7,8,3,4,5
"4931403E22Rik",15,8,7,7,6,9
"4931403G20Rik",1,2,2,4,2,2
"4931406B18Rik",5,3,1,2,4,8
"4931406C07Rik",814,754,817,595,817,796
"4931406H21Rik",4,3,1,5,16,6
"4931406P16Rik",937,804,878,857,1077,952
"4931408C20Rik",0,0,0,0,2,2
"4931408D14Rik",0,0,0,0,0,1
"4931409K22Rik",2,0,0,1,0,0
"4931414P19Rik",193,157,165,144,179,144
"4931417E11Rik",0,0,0,0,0,0
"4931419H13Rik",0,0,0,0,0,0
"4931420L22Rik",0,0,0,0,0,0
"4931423N10Rik",0,0,0,0,0,0
"4931428F04Rik",90,89,95,113,154,97
"4931428L18Rik",0,0,0,0,0,0
"4931429I11Rik",2,3,1,0,4,3
"4931429L15Rik",0,1,1,1,0,0
"4931429P17Rik",0,0,0,0,0,0
"4931430N09Rik",0,0,0,0,0,0
"4931431B13Rik",0,0,0,0,0,0
"4931431C16Rik",14,22,19,24,10,24
"4931431F19Rik",1,0,0,0,0,0
"4931440F15Rik",6,2,8,1,1,6
"4931440J10Rik",1,1,1,0,0,0
"4931440P22Rik",38,27,27,45,31,40
"4932411E22Rik",0,0,0,0,0,0
"4932411N23Rik",0,0,0,0,0,0
"4932412D23Rik",0,0,0,0,0,0
"4932413F04Rik",0,0,0,0,0,1
"4932414J04Rik",0,0,0,0,0,0
"4932414N04Rik",0,0,2,0,0,0
"4932415M13Rik",0,0,0,0,0,0
"4932416H05Rik",39,33,40,33,43,46
"4932416K20Rik",0,0,0,0,0,0
"4932418E24Rik",0,0,0,0,1,0
"4932429P05Rik",0,0,0,0,0,0
"4932435O22Rik",0,0,0,0,0,0
"4932438A13Rik",3111,2536,2626,2558,3585,2745
"4932438H23Rik",28,43,28,84,125,35
"4932441J04Rik",5,1,3,2,5,0
"4932443I19Rik",1,0,0,0,0,0
"4932702P03Rik",0,0,0,0,0,0
"4933400A11Rik",0,0,0,0,0,0
"4933400B14Rik",0,0,0,0,0,0
"4933400C23Rik",0,0,0,0,0,0
"4933400F21Rik",0,1,0,1,0,0
"4933400L20Rik",0,0,0,0,0,0
"4933401B06Rik",0,0,0,0,0,0
"4933401D09Rik",0,1,0,0,0,0
"4933401H06Rik",0,0,0,0,0,0
"4933402C06Rik",0,0,2,0,0,0
"4933402D24Rik",4,2,2,4,0,0
"4933402E13Rik",0,0,0,0,0,0
"4933402J07Rik",0,0,0,0,1,0
"4933402J10Rik",0,0,0,0,0,0
"4933402J15Rik",0,0,0,0,0,0
"4933402N03Rik",0,0,0,0,0,0
"4933402N22Rik",0,0,0,0,0,0
"4933402P03Rik",0,0,0,0,0,0
"4933403O08Rik",2,1,1,2,5,4
"4933404G15Rik",0,0,0,0,0,0
"4933404K08Rik",0,0,0,0,0,0
"4933404K13Rik",1,2,0,0,0,0
"4933404O12Rik",97,101,107,85,102,89
"4933405D12Rik",0,0,0,0,1,1
"4933405E24Rik",0,0,0,0,0,0
"4933405L10Rik",0,0,1,0,1,2
"4933405O20Rik",0,0,0,0,0,0
"4933406C10Rik",18,7,7,7,12,14
"4933406D12Rik",0,0,0,0,0,0
"4933406F09Rik",0,0,0,0,0,0
"4933406G16Rik",0,0,0,0,0,0
"4933406I18Rik",3,1,1,1,3,3
"4933406J08Rik",0,0,0,0,0,0
"4933406J10Rik",0,0,0,1,1,0
"4933406K04Rik",0,0,0,0,0,0
"4933406M09Rik",2,0,2,0,2,0
"4933407E24Rik",0,0,0,0,0,0
"4933407G14Rik",0,0,0,0,0,0
"4933407I05Rik",3,2,0,2,0,0
"4933407K13Rik",82,68,78,81,136,84
"4933407L21Rik",8,3,2,4,7,11
